Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature,WQI Drinking,WQI Domestic,WQI Agriculture
2023,September,Telangana,Sangareddy,65.0,4243.0,"Isnapur Tank,",5.5,7.98,2987.0,11,71,10.3,642,151.0,,1852,25.0,7.29,14.36,32.42
2023,September,Telangana,Sangareddy,66.0,4302.0,Rudraram Tank,6.1,8.25,1987.0,12,43,9.4,345,86.0,,1232,25.0,7.31,26.96,37.46
2023,September,Telangana,Sangareddy,67.0,4240.0,"Muthangi Tank,",5.8,8.39,976.0,3.1,12,7.2,204,36.0,,605,25.0,14.34,41.06,47.31
2023,September,Telangana,Sangareddy,68.0,4241.0,"Chitkul Tank,",6.8,7.95,1591.0,3.4,28,6.3,282,52.0,,986,25.0,14.29,37.19,41.85
2023,September,Telangana,Sangareddy,69.0,4242.0,"Lakadaram Cheruvu,",7,8,1253.0,3.8,15,5.9,209,56.0,,777,25.0,20.78,40.5,41.55
2023,September,Telangana,RR-shamshabad,71.0,1789.0,Himayathsagar lake,6.2,7.71,528.0,1,1.06,2.8,56,10.0,0.4,318,25.0,34.78,100.0,70.0
2023,September,Telangana,Medchal Malkajgiri,72.0,3069.0,"Shameerpet lake, Shameerpet",6.1,7.72,587.0,1.2,2.96,6.6,56,14.0,0.4,352,25.0,29.76,46.74,79.09
2023,September,Telangana,Medchal Malkajgiri,73.0,3078.0,"Pragathinagar cheruvu, Kukatpally",2,6.89,852.0,4,3.2,7.2,88,46.0,0.4,510,25.0,24.44,38.31,42.31
2023,September,Telangana,Medchal Malkajgiri,74.0,2340.0,Lakshminarayana cheruvu,4.2,7.31,1686.0,2,2.8,5.8,202,38.0,0.4,1012,25.0,24.47,30.64,47.4
2023,September,Telangana,RR-shamshabad,75.0,1788.0,Saroornagar Lake / Large Tank,0.3,6.98,963.0,9,4.16,10,140,91.0,0.96,586,25.0,18.84,34.1,41.01
2023,September,Telangana,RR-shamshabad,76.0,4234.0,"Umda sagar lake, Shamshabad ",1,7.15,1195.0,5.4,3.49,19,208,63.0,0.98,752,25.0,18.84,34.19,38.42
2023,September,Telangana,Yadadri Bhuvanagiri,77.0,1464.0,Bibinagar Tank,6.5,7.96,1271.0,3.7,48,5.4,224,48.0,,788,25.0,20.78,40.73,42.32
2023,September,Telangana,Mulugu,78.0,3068.0,Ramappa lake,6,7.53,240.0,1.2,1.8,8,27,28.0,0.4,154,25.0,33.98,42.22,53.09
2023,September,Telangana,Warangal,79.0,1447.0,Dharmasagar tank,6,7.86,308.0,1.8,2.5,8,30,28.0,0.4,194,25.0,33.97,42.22,53.09
2023,September,Telangana,Warangal Urban,80.0,2346.0,Bhadrakali Cheruvu,4,8.05,416.0,2.6,1.8,4,54,52.0,0.4,262,25.0,33.89,41.2,45.05
2023,September,Telangana,Warangal Urban,81.0,3084.0,"Waddepally tank, Kazipet",6,7.65,354.0,1.8,2.6,7,42,24.0,0.4,222,25.0,34.02,42.92,60.65
2023,September,Telangana,Warangal Urban,82.0,3085.0,Chinnawaddepally tank,0.3,8.19,671.0,7,3.8,6,95,81.0,1.48,420,25.0,24.38,29.77,41.11
2023,September,Telangana,RR-shamshabad,83.0,2343.0,Premajipet tank,0.3,6.78,1364.0,26,4.86,14,174,297.0,2.94,860,25.0,18.79,29.41,33.95
2023,September,Telangana,Warangal Urban,84.0,2345.0,Sai Cheruvu,0.3,8.21,1429.0,12,4.4,12,266,137.0,2.06,902,25.0,12.87,29.55,34.28
2023,September,Telangana,Karimnagar,85.0,4222.0,"Koneru, Kondagattu temple, Jagitiyal",5.2,6.99,668.0,1.8,3.6,10,72,28.0,0.4,414,25.0,29.53,41.91,53.09
2023,September,Telangana,Rajanna Siricilla,86.0,4223.0,"Vemulawada temple  Koneru , Karimnagar",5.1,7.05,816.0,1.8,4.6,12,91,32.0,0.48,508,25.0,24.47,41.5,46.14
2023,September,Telangana,RR-shamshabad,87.0,4228.0,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",0.3,6.96,882.0,4,4.8,12,130,46.0,2.8,538,25.0,18.87,34.26,38.82
2023,September,Telangana,Sangareddy,88.0,4230.0,Kistaipally Cheruvu,6.8,7.74,2280.0,4,70,8.6,452,52.0,,1414,25.0,14.26,27.22,38.05
2023,September,Telangana,Sangareddy,89.0,4231.0,"Rayam Cheruvu,",6.9,7.72,998.0,3,25,6.2,224,28.0,,619,25.0,20.85,41.8,44.73
2023,September,Telangana,Siddipet,90.0,4232.0,"Komati Cheruvu,",6.7,7.68,623.0,3.2,22,3.9,112,38.0,,386,25.0,26.8,43.33,43.17
2023,September,Telangana,RR-shamshabad,91.0,4235.0,Lake Kamuni (Shamshabad Lake),3.4,7.14,1106.0,2.4,3.08,10,144,36.0,0.61,686,25.0,18.92,38.54,44.61
2023,September,Telangana,Sangareddy,92.0,4233.0,"Gaddapotharam cheruvu,",7,6.74,2157.0,4.8,48,11,496,72.0,,1337,25.0,14.25,32.34,37.59
2023,September,Telangana,Sangareddy,93.0,4238.0,"Ameenpur Cheruvu,",7.1,7.32,1186.0,4,8,9,204,40.0,,735,25.0,26.74,40.75,42.49
2023,September,Telangana,Sangareddy,94.0,4239.0,"Mahaboobsagar Tank,",6.9,7.21,1095.0,2.7,30,4.3,190,36.0,,679,25.0,20.84,43.46,43.17
2023,September,Telangana,Sangareddy,95.0,4244.0,"Erdanoor Tank,",7.1,7.36,1615.0,3.8,42,3.9,340,35.0,,1001,25.0,14.32,37.93,43.03
2023,September,Telangana,Sangareddy,96.0,4245.0,"Mallepally Tank,",6.5,7.14,1678.0,4.2,40,3.8,272,50.0,,1040,25.0,14.29,37.27,42.17
2023,September,Telangana,Warangal Urban,97.0,4247.0,"Mucharla Nagaram cheruvu, Warangal",3.2,8.16,538.0,4.8,4.4,6,56,60.0,0.56,336,25.0,24.42,38.18,42.22
2023,September,Telangana,Warangal Urban,98.0,4248.0,"Koti Cheruvu, Hanamkonda, Warangal",1,7.11,869.0,5.9,2.84,8,118,92.0,0.56,540,25.0,18.85,34.15,41.07
2023,September,Telangana,RR-shamshabad,99.0,4229.0,Neknampur Lake,0.3,7.06,1193.0,8,5.2,20,170,72.0,2.8,734,25.0,18.83,29.64,38.24
2023,September,Telangana,Warangal Urban,100.0,4249.0,"Rangasamudram, Warangal",0.3,8.27,736.0,8.8,6.4,12,93,97.0,0.64,448,25.0,24.36,34.07,38.17
2023,September,Telangana,Sangareddy,101.0,4661.0,Peddakanjarla Tank,6.9,6.71,369.0,2.8,13,3.6,49,40.0,,229,25.0,32.06,43.22,42.69
2023,September,Telangana,Sangareddy,102.0,4666.0,Ismailkhanpet Tank,7.1,7.22,729.0,3,22,3.3,102,24.0,,452,25.0,26.89,45.0,45.35
2023,September,Telangana,Rangareddy,103.0,4670.0,"Bairamalaguda Cheruvu / Maddela Kunta, Medchal-Malkajigiri District.",0.3,7.1,1406.0,10,6.88,18,214,131.0,1.92,872,25.0,18.81,29.54,37.92
2023,September,Telangana,Hyderabad,104.0,4675.0,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",2.8,7.29,736.0,4,4.52,7,86,44.0,0.96,456,25.0,24.44,38.43,42.92
2023,September,Telangana,Mulugu,105.0,4680.0,Laknavaram lake,6.2,7.14,125.0,1.6,0.84,3,6,8.0,0.4,78,25.0,34.76,100.0,70.0
2023,September,Telangana,Warangal Rural,106.0,4681.0,Pakala lake Narsampet,6,7.53,162.0,1,1.6,6,22,12.0,0.4,102,25.0,37.91,51.01,100.0
2023,September,Telangana,Warangal,107.0,4682.0,Bandham Cheruvu,0.3,7.49,935.0,10,6.2,10,122,137.0,1.42,580,25.0,18.82,29.57,40.71
2023,September,Telangana,Sangareddy,108.0,4688.0,"Narinja River, Kothur - B (V), Zaheerabad",6.5,6.88,545.0,2.2,13,3.3,68,25.0,,338,25.0,26.94,44.78,47.81
2023,September,Telangana,Hyderabad,109.0,1391.0,Hussain sagar Lake,1,6.59,1149.0,6,4.2,12,226,66.0,1.4,710,25.0,18.85,29.81,38.58
2023,September,Telangana,Hyderabad,110.0,3071.0,Langarhouse lake,1.8,6.93,995.0,4,3.8,11.8,166,52.0,0.4,616,25.0,24.41,38.07,39.06
2023,September,Telangana,Hyderabad,111.0,2341.0,Miralam tank,0.3,6.97,1297.0,4,2.86,9.2,188,58.0,0.4,810,25.0,24.4,38.01,41.44
2023,September,Telangana,Medchal Malkajgiri,112.0,3073.0,"Hasmathpet lake, Hasmathpet",0.3,7.34,1190.0,6,5.2,15,126,68.0,1.4,722,25.0,18.84,29.75,38.38
2023,September,Telangana,Medchal Malkajgiri,113.0,3072.0,Safilguda lake,0.3,7.83,1144.0,8,3.2,8.8,190,76.0,1.4,708,25.0,18.84,29.76,41.17
2023,September,Telangana,Medchal Malkajgiri,114.0,3075.0,Rangadhamuni cheruvu,3.3,7.05,311.0,2,2.8,8,52,22.0,0.4,192,25.0,33.97,39.43,50.02
2023,September,Telangana,Medchal Malkajgiri,115.0,3076.0,"Amber cheruvu, Kukatpally",0.9,7.52,832.0,5.8,2.9,9.2,92,72.0,0.4,516,25.0,24.39,34.24,41.3
2023,September,Telangana,Medchal Malkajgiri,116.0,3077.0,"Kapra cheruvu, Kapra",0.9,7.75,823.0,5.9,3.2,6,82,88.0,0.4,510,25.0,24.38,34.19,41.1
2023,September,Telangana,RR-shamshabad,117.0,2357.0,Durgam cheruvu,3.8,6.86,791.0,2.4,3.6,12,112,38.0,0.4,480,25.0,29.46,38.41,41.34
2023,September,Telangana,Medchal Malkajgiri,118.0,2344.0,Nalla cheruvu,2,7.17,1403.0,4,3.6,18,212,58.0,1.4,860,25.0,18.85,34.23,38.68
2023,September,Telangana,Medchal Malkajgiri,119.0,2359.0,Pedda Cheruvu (Peerjadhi guda),0.3,7.23,1339.0,8,3.8,9.8,182,86.0,1.4,830,25.0,18.84,29.71,41.06
2023,September,Telangana,RR-shamshabad,120.0,2342.0,Noor Md. Kunta,0.3,6.95,1630.0,8,5.96,12,208,83.0,1.24,1028,25.0,18.83,19.12,38.28
2023,September,Telangana,Medchal Malkajgiri,121.0,3070.0,"Fox sagar, Jeedimetla",2,7.1,1031.0,4,2.2,11.6,108,56.0,0.4,632,25.0,24.4,38.04,39.01
2023,September,Telangana,Hyderabad,122.0,3074.0,Banjara Lake,3.2,6.71,513.0,2.8,2.74,6.8,76,32.0,0.4,320,25.0,29.53,38.91,45.03
2023,September,Telangana,Sangareddy,125.0,3086.0,Saki Tank,6.3,7.81,826.0,3,25,4.1,131,35.0,,512,25.0,14.36,43.54,44.46
2023,September,Telangana,Hyderabad,127.0,4667.0,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",0.3,7.63,1498.0,6,8,16,230,58.0,2.8,928,25.0,18.84,29.73,38.47
2023,September,Telangana,Rangareddy,129.0,4669.0,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",0.3,6.87,717.0,6,5.8,8,112,72.0,2.2,444,25.0,24.38,29.76,41.22
2023,September,Telangana,Rangareddy,130.0,4671.0,"Medi Kunta, Guttala begumpet (V)",3,6.96,624.0,2.9,1.96,7.3,82,38.0,0.4,386,25.0,29.5,38.6,43.69
2023,September,Telangana,Rangareddy,131.0,4672.0,"Medi Kunta (Wipro Lake), Nanakramguda",2.8,6.85,729.0,3,3.2,5.6,96,42.0,0.4,452,25.0,29.5,38.56,43.08
2023,September,Telangana,Rangareddy,132.0,4673.0,Medikunta lake (BK Enclave),2,7.05,750.0,4,3.2,10,112,48.0,2.8,456,25.0,24.4,34.32,42.22
2023,September,Telangana,Rangareddy,133.0,4674.0,"Meedi Kunta, Hafeezpet (V), Serlingampally",5.2,7.1,534.0,3.2,2.8,6.2,78,36.0,0.4,326,25.0,29.53,41.89,48.03
2023,September,Telangana,Medchal Malkajgiri,134.0,4676.0,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",2.3,8.19,1018.0,3.2,6.2,18,144,64.0,2.62,634,25.0,18.84,34.14,38.62
2023,September,Telangana,Medchal Malkajgiri,135.0,4677.0,"Lingam Cheruvu, Suraram (V), Quthubullapur",0.3,6.98,914.0,6.2,8.6,10,116,73.0,3.14,560,25.0,18.84,29.7,41.21
2023,September,Telangana,Rangareddy,136.0,4678.0,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",0.3,6.95,1137.0,10,9,24,180,114.0,2.8,728,25.0,18.81,29.54,37.94
2023,September,Telangana,Rangareddy,137.0,4679.0,HUDA Park Lake,2.4,6.89,1621.0,5.2,5.12,17,230,43.0,0.84,1022,25.0,18.86,24.92,39.21
2023,September,Telangana,Warangal,138.0,4683.0,"Pedda cheruvu, Madikonda",2,7.71,618.0,5,3.8,9,69,69.0,0.58,390,25.0,24.4,37.96,41.56
2023,September,Telangana,Sangareddy,139.0,4684.0,Campus Lake Icrisat,5.9,6.72,527.0,3.9,20,3.9,83,24.0,,327,25.0,20.91,45.0,59.16
2023,September,Telangana,Sangareddy,140.0,4685.0,Surisigal Lake Icrisat,5.8,6.96,982.0,3.4,32,3.2,126,26.0,,609,25.0,14.39,44.59,54.67
2023,September,Telangana,Sangareddy,141.0,4686.0,Icrisat Lake,5.7,6.74,905.0,3.2,31,3.4,107,40.0,,561,25.0,14.34,43.22,46.26
2023,September,Telangana,Sangareddy,142.0,4687.0,Red Lake Icrisat,6.1,6.65,859.0,3.8,35,4.3,126,44.0,,533,25.0,14.32,43.03,43.17
2023,September,Telangana,Hyderabad,143.0,4689.0,"Sunnam Kunta, Jubille hills",1.2,6.96,546.0,1,7,15,82,8.0,1.8,338,25.0,29.5,38.56,42.77
2023,September,Telangana,Hyderabad,144.0,4690.0,"Banjara Kunta (Singadi Kunta), Shaikpet",0.3,8.42,945.0,6,5.08,6,130,56.0,1.28,596,25.0,18.88,29.96,41.48
2023,September,Telangana,RR-shamshabad,145.0,4691.0,"Nagole Cheruvu, Uppal Malkajigiri District.",0.3,7.06,1342.0,7,6.2,10,204,86.0,3.9,846,25.0,18.83,29.63,41.06
2023,September,Telangana,Medchal Malkajgiri,146.0,4692.0,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",0.3,6.86,885.0,8,3.6,22,132,66.0,2.2,558,25.0,18.83,29.66,38.26
2023,September,Telangana,Medchal Malkajgiri,147.0,4693.0,"Patel Cheruvu, Madeenaguda, Miyapur",0.3,7.06,752.0,8,3.8,18,116,84.0,1.6,466,25.0,24.35,29.65,38.17
2023,September,Telangana,Medchal Malkajgiri,148.0,4694.0,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",0.3,6.54,316.0,4,2.4,13,54,44.0,2.8,196,25.0,29.41,34.26,38.82
2023,September,Telangana,Medchal Malkajgiri,150.0,4696.0,"Parki Cheruvu, Kukatpally (V), Balanagar",0.9,6.96,949.0,6,3.8,12,98,69.0,1.89,598,25.0,18.85,29.76,38.52
2023,September,Telangana,RR-shamshabad,153.0,4699.0,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",4.3,6.92,578.0,2,4.2,9,76,28.0,3.3,358,25.0,24.46,34.62,53.09
2023,September,Telangana,Rangareddy,155.0,4701.0,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",1.4,8.75,768.0,4,8,17,94,44.0,7.8,460,25.0,18.84,34.03,30.47
2023,September,Telangana,Rangareddy,156.0,4702.0,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",3.8,7.32,891.0,14,23.79,46.4,112,65.0,<5,563,25.0,12.86,29.52,34.44
2023,September,Telangana,Rangareddy,158.0,4704.0,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",0.3,6.86,597.0,14,3.2,6,76,168.0,6.1,370,25.0,24.33,29.48,34.17
2023,September,Telangana,Medchal Malkajgiri,159.0,4705.0,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",0.3,7.09,1299.0,3.8,4.4,15,190,52.0,4.05,818,25.0,18.85,34.13,38.59
2023,September,Telangana,Hyderabad,160.0,5029.0,"Mohini Cheruvu, Amberpet, Hyderabad",3.3,6.79,633.0,2,4,10,92,24.0,1.4,398,25.0,24.49,35.11,48.49
2023,September,Telangana,Hyderabad,161.0,5030.0,"Naya Quila Talab, Golconda, Hyderabad",0.3,7.83,1220.0,6,5,1.8,176,42.0,1.4,768,25.0,18.91,34.58,41.82
2023,September,Telangana,Hyderabad,163.0,5032.0,"Kotha Cheruvu, Shaikpet, Hyderabad",0.3,6.8,916.0,8,4.86,14,105,84.0,1.98,576,25.0,18.83,29.67,38.24
2023,September,Telangana,Hyderabad,165.0,5034.0,"Shikari Kunta, Shaikpet, Hyderabad",1.2,7.85,1076.0,2,6,14,154,20.0,2,668,25.0,18.9,34.64,42.92
2023,September,Telangana,Hyderabad,166.0,5035.0,"Bathur Kunta, Shaikpet, Hyderabad",1.2,7.74,1096.0,2,9,13,158,16.0,2.6,680,25.0,18.91,34.64,43.08
2023,September,Telangana,Medchal Malkajgiri,168.0,5037.0,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",0.3,7.12,1209.0,6,3.6,21,182,68.0,1.4,726,25.0,18.83,29.71,38.26
2023,September,Telangana,Hyderabad,170.0,5039.0,"DMRL,  Lake, Kanchanbagh, Hyderabad",4.2,6.91,1170.0,2,6,14,182,24.0,2.2,748,25.0,18.9,34.72,47.89
2023,September,Telangana,Medchal Malkajgiri,171.0,5040.0,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",0.3,6.96,1338.0,12,10,8,196,124.0,5,856,25.0,18.81,29.53,38.0
2023,September,Telangana,Medchal Malkajgiri,172.0,5041.0,"Pathulguda, Uppal, Medchal Dist.",0.3,7.22,1146.0,5,6.6,23,172,62.0,2.2,722,25.0,18.83,34.1,38.27
2023,September,Telangana,Medchal Malkajgiri,173.0,5042.0,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",0.3,6.92,1045.0,6,6.6,15,97,56.0,4.05,658,25.0,18.84,29.7,38.53
2023,September,Telangana,Medchal Malkajgiri,174.0,5043.0,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",0.3,6.22,988.0,6,5.6,8,140,50.0,1.42,612,25.0,12.93,29.97,41.61
2023,September,Telangana,Medchal Malkajgiri,175.0,5044.0,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",0.3,6.77,702.0,6,4.6,12,88,66.0,1.4,430,25.0,24.38,29.8,38.47
2023,September,Telangana,Medchal Malkajgiri,176.0,5045.0,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",0.3,7.04,1004.0,6,3.2,15,126,56.0,2.8,602,25.0,18.85,29.75,38.53
2023,September,Telangana,Medchal Malkajgiri,177.0,5046.0,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",5.4,6.94,482.0,1.8,2.6,6,54,20.0,0.4,300,25.0,34.07,44.26,100.0
2023,September,Telangana,Medchal Malkajgiri,178.0,5047.0,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",4.6,6.49,368.0,1.8,3.4,6,44,24.0,0.4,234,25.0,29.62,40.17,60.65
2023,September,Telangana,Medchal Malkajgiri,181.0,5050.0,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",1.2,8.06,886.0,3,5.2,9,102,36.0,1.49,558,25.0,18.91,34.62,42.41
2023,September,Telangana,Medchal Malkajgiri,182.0,5051.0,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",0.3,7.15,716.0,6,3,13,102,52.0,2.8,442,25.0,24.38,29.78,38.66
2023,September,Telangana,Medchal Malkajgiri,183.0,5052.0,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",4.4,7.12,399.0,1.2,3.6,28,58,18.0,4.4,238,25.0,29.4,34.22,44.7
2023,September,Telangana,Medchal Malkajgiri,184.0,5053.0,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",2.3,7.16,583.0,4,3.3,26,69,44.0,5,362,25.0,24.36,34.06,38.7
2023,September,Telangana,Medchal Malkajgiri,185.0,5054.0,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",3.4,6.78,737.0,3,5.2,16,86,33.0,5.6,472,25.0,24.39,34.18,36.48
2023,September,Telangana,Medchal Malkajgiri,186.0,5055.0,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",2.2,6.66,329.0,2,3.2,22,44,28.0,6.7,204,25.0,29.39,34.09,35.37
2023,September,Telangana,Medchal Malkajgiri,187.0,5056.0,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",2.6,7.06,553.0,2.2,2.7,11,78,34.0,0.4,342,25.0,29.48,38.46,40.59
2023,September,Telangana,Medchal Malkajgiri,188.0,5057.0,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",0.3,6.9,829.0,8,10,28,114,92.0,4.4,514,25.0,18.81,29.54,38.0
2023,September,Telangana,Medchal Malkajgiri,189.0,5058.0,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",1.2,6.9,718.0,2,4.8,13,104,26.0,3.3,452,25.0,24.42,34.4,39.8
2023,September,Telangana,Medchal Malkajgiri,190.0,5059.0,"Gopi Cheruvu,  Lingampally, Serilingampally, Rangareddy Dist.",0.8,6.75,940.0,6,13,24,126,68.0,2.8,582,25.0,12.88,29.65,38.25
2023,September,Telangana,Medchal Malkajgiri,191.0,5060.0,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",1.5,6.9,746.0,4,5.6,20,106,42.0,3.3,462,25.0,24.38,34.18,38.82
2023,September,Telangana,Medchal Malkajgiri,192.0,5061.0,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",0.3,6.79,654.0,6,8,12,102,52.0,1.1,376,25.0,24.39,29.91,38.7
2023,September,Telangana,Medchal Malkajgiri,193.0,5062.0,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",0.3,7.12,822.0,6,3.8,13,84,66.0,2.8,486,25.0,24.37,29.72,38.45
2023,September,Telangana,Medchal Malkajgiri,194.0,5063.0,"Nanakram Kunta, Nanakraamguda,",2.2,6.76,467.0,3,2.2,11,72,28.0,4.4,290,25.0,29.44,34.34,40.81
2023,September,Telangana,Medchal Malkajgiri,195.0,5111.0,"Nagireddy Kunta (Yapral Cheruvu), Yapral",0.3,7.09,1231.0,6,3.4,12,165,56.0,1.4,738,25.0,18.86,29.86,38.62
2023,September,Telangana,Medchal Malkajgiri,196.0,5112.0,"Kamuni Cheruvu, Kukatpally",0.3,7.21,1088.0,6,3.2,17,152,62.0,0.4,652,25.0,24.37,34.2,38.4
2023,September,Telangana,Medchal Malkajgiri,197.0,5113.0,"Chinna Cheruvu, Ramanthapur Bagat, Uppal",2,7.31,1030.0,3,5.8,17,158,32.0,3.3,638,25.0,18.87,34.29,39.49
2023,September,Telangana,Rangareddy,198.0,5114.0,"Shanthisarovor Pond, Gachibowli, Serilingmapally",4.7,6.63,550.0,2,8,10,88,27.0,1.1,340,25.0,24.49,35.33,54.36
2023,September,Telangana,Rangareddy,199.0,5115.0,"Raja Mohammad Kunta, Haffezpet, Serilingampally (M),",0.3,6.89,721.0,8,3.6,26,106,82.0,2.8,438,25.0,24.34,29.59,38.08
2023,September,Telangana,Rangareddy,200.0,5116.0,"Kotha Cheruvu (Novotel Lake), Khanamet, Serilingampally",5.9,6.79,176.0,2.9,2.6,16,26,38.0,1.6,104,25.0,29.44,38.21,43.46
2023,September,Telangana,Rangareddy,202.0,5118.0,"Kotha Kunta, Haffezpet, Serilingampally (M)",1.1,6.77,674.0,4,3.2,17,84,58.0,2.2,418,25.0,24.38,34.18,38.56
2023,September,Telangana,Rangareddy,203.0,5119.0,"Kaidam Kunta, Hafeezpet, Serilingampally (M)",0.3,6.85,722.0,6,3.6,22,102,68.0,1.6,454,25.0,24.36,29.69,38.24
2023,September,Telangana,Rangareddy,204.0,5120.0,"Thammidi Kunta, Khanamet, Serilingampally",0.3,6.94,1021.0,6,4.6,18,132,78.0,3.3,644,25.0,18.83,29.63,38.22
2023,September,Telangana,Rangareddy,205.0,5121.0,"Pale Cheruvu, Kattedan",2.2,6.89,1100.0,5,3.96,20,160,51.0,0.95,672,25.0,18.85,37.93,38.78
2023,September,Telangana,Rangareddy,208.0,5124.0,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",5,6.71,589.0,3,3.4,14,84,36.0,5,366,25.0,24.4,37.91,44.26
2023,September,Telangana,Rangareddy,210.0,5126.0,"Bathula Cheruvu, Amangal, Hayathnagar",2.6,7.16,1850.0,4,6.6,10,226,52.0,6.7,1148,25.0,18.84,24.64,39.22
2023,September,Telangana,Rangareddy,211.0,5127.0,"Kummari Kunta, Amangal, Hayathnagar",2.1,7.06,1404.0,4,6.4,13,168,64.0,4.4,884,25.0,18.84,34.1,38.78
2023,September,Telangana,Rangareddy,212.0,5128.0,"Palle Cheruvu, Mylardevpalli, Rajendranagar",0.3,7.13,1161.0,8,4.28,14,147,71.0,1.28,720,25.0,18.84,29.74,38.36
2023,September,Telangana,Rangareddy,213.0,5129.0,"Erra Kunta, Laxmiguda, Rajenderanagar",2.8,7.18,1313.0,2.2,3.58,13,167,36.0,0.84,814,25.0,18.9,38.34,40.22
2023,September,Telangana,Rangareddy,214.0,5130.0,"Pathikunta, Budwel, Rajendranagar",5.9,7.08,538.0,1,2.16,10,52,8.0,0.4,322,25.0,34.11,46.88,100.0
2023,September,Telangana,Rangareddy,215.0,5131.0,"Yellamma Cheruvu, Manikonda, Rajenderanagar",2.2,7.06,1192.0,4,5.2,15,188,40.0,3.9,728,25.0,18.86,34.23,39.4
2023,September,Telangana,Rangareddy,216.0,5132.0,"Malkam Cheruvu, Raidurgam, Serilingampally",3.6,7.07,1510.0,19,10.98,38.7,108,89.0,14,896,25.0,12.85,24.42,29.79
2023,September,Telangana,Rangareddy,217.0,5133.0,"Chandana Cheruvu, Jillelguda,",2,7.04,1346.0,4,3.88,10,172,47.0,0.56,834,25.0,18.88,38.2,42.26
2023,September,Telangana,Rangareddy,218.0,5134.0,"Manthrala Cheruvu, Meerpet",3,7.04,1190.0,2,3.94,18,160,31.0,0.4,750,25.0,24.42,38.25,40.0
2023,October,Telangana,Shamshabad,58.0,1172.0,U/s of Musi at Gandipet (Osmansagar lake),6.2,7.51,444.0,1,1.2,8,46,10.0,0.4,280,25.0,37.83,49.84,70.0
2023,October,Telangana,Warangal Rural,59.0,1215.0,Madannapet Lake,6.1,7.54,314.0,1.6,0.44,8,32,20.0,0.4,200,25.0,34.03,43.26,79.09
2023,October,Telangana,Sangareddy,60.0,1780.0,Gandigudem Tank,5.6,7.01,1508.0,3.8,35,9.5,249,45.0,,905,25.0,14.28,37.21,45.38
2023,October,Telangana,Medchal Malkajgiri,61.0,2358.0,Mallapur tank,0.3,7.2,2688.0,16,6.8,18,360,202.0,1.4,1728,25.0,12.85,18.91,34.07
2023,October,Telangana,Sangareddy,62.0,2347.0,Asani Kunta,NIL,7.11,3404.0,24,58,49,900,232.0,,2042,25.0,8.16,8.22,8.32
2023,October,Telangana,Sangareddy,63.0,1783.0,Kistareddypet Tank,5.8,6.78,1754.0,3.4,25,9.2,252,42.0,,1052,25.0,7.37,32.81,45.86
